Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,PV,Day_Perc_Change,Trend,21_SMA,34_SMA,14_SMA,boll_up,boll_down
PVR,EQ,2018-03-08,1288.05,1300.0,1311.25,1285.05,1304.9,1305.1,1299.72,155750,202430970.95,10610,40887,26.25,March,2018,203269325.0,1.3237063778579916,positive,1360.402380952381,1391.013235294118,1344.5857142857144,1443.1618342568872,1246.0095943145416
PVR,EQ,2018-03-09,1305.1,1307.0,1337.4,1299.0,1333.0,1320.95,1324.69,191661,253891657.0,8712,56923,29.7,March,2018,253174597.95,1.214466324419594,positive,1359.911904761905,1386.5029411764708,1338.775,1432.1494714741484,1245.4005285258518
PVR,BL,2018-03-12,225.0,1319.0,1319.0,1319.0,1319.0,1319.0,1319.0,150000,197850000.0,1,150000,100.0,March,2018,197850000.0,-0.14762103031908946,slight or no change,1357.0023809523811,1382.439705882353,1333.5678571428573,1422.190233264524,1244.9454810211905
PVR,EQ,2018-03-12,1320.95,1332.0,1332.0,1301.0,1321.7,1324.3,1319.14,76149,100451457.5,3237,13509,17.74,March,2018,100844120.7,0.4018195602729202,slight or no change,1352.7238095238095,1378.1823529411765,1327.4285714285713,1404.2967474412496,1250.560395415893
PVR,EQ,2018-03-13,1324.3,1328.0,1332.8,1310.6,1318.25,1322.6,1321.9,101729,134475286.15,4603,11575,11.38,March,2018,134546775.39999998,-0.1283697047496868,slight or no change,1349.2,1373.7264705882353,1322.125,1387.7896931240566,1256.4603068759434
PVR,EQ,2018-03-14,1322.6,1314.0,1336.3,1305.0,1332.0,1327.1,1317.64,105958,139614299.3,8656,14617,13.8,March,2018,140616861.79999998,0.34023892333283623,slight or no change,1345.1214285714286,1367.7794117647059,1318.0214285714285,1373.229116362246,1262.813740780611
PVR,EQ,2018-03-15,1327.1,1321.0,1332.9,1305.0,1307.0,1312.25,1317.23,103703,136600401.7,6199,19626,18.93,March,2018,136084261.75,-1.1189812372843,negative,1340.6809523809522,1362.6911764705883,1313.8857142857141,1360.2358935828722,1267.535534988556
PVR,EQ,2018-03-16,1312.25,1310.1,1319.85,1286.8,1289.65,1292.9,1304.25,155390,202668011.55,8785,69543,44.75,March,2018,200903731.0,-1.4745665841112476,negative,1335.395238095238,1357.575,1309.0071428571428,1347.6401470244161,1270.3741386898694
PVR,EQ,2018-03-19,1292.9,1300.0,1304.75,1247.65,1264.8,1267.75,1267.89,181903,230632912.65,15973,45710,25.13,March,2018,230607528.25,-1.945239384329811,negative,1328.9880952380952,1351.6911764705883,1304.167857142857,1345.3917226567996,1262.9439916289143
PVR,EQ,2018-03-20,1267.75,1267.75,1280.65,1251.8,1260.0,1262.6,1265.39,176944,223903451.6,12950,44945,25.4,March,2018,223409494.4,-0.4062315125221927,slight or no change,1322.8309523809523,1346.9764705882353,1300.035714285714,1345.5982060891722,1254.4732224822558
PVR,EQ,2018-03-21,1262.6,1262.5,1271.65,1198.25,1237.95,1232.25,1228.61,615089,755702484.15,38305,222649,36.2,March,2018,757943420.25,-2.403769998415961,negative,1314.3547619047617,1340.260294117647,1294.8142857142855,1352.8110552340163,1236.8175161945546
PVR,EQ,2018-03-22,1232.25,1237.9,1248.05,1220.65,1228.3,1233.4,1231.56,188798,232516467.2,24077,72554,38.43,March,2018,232863453.2,0.09332521809697347,slight or no change,1306.5714285714287,1334.8058823529411,1292.367857142857,1357.7232360297555,1227.0124782559585
PVR,EQ,2018-03-23,1233.4,1212.0,1233.0,1204.95,1223.05,1228.15,1224.0,171560,209989163.6,16703,74937,43.68,March,2018,210701414.00000003,-0.4256526674233818,slight or no change,1299.1238095238095,1332.629411764706,1288.3142857142855,1362.1538876443221,1214.4746837842488
PVR,EQ,2018-03-26,1228.15,1239.0,1247.0,1190.65,1232.0,1226.4,1214.43,373639,453757868.05,27970,121532,32.53,March,2018,458230869.6,-0.14249073810201907,slight or no change,1292.2785714285715,1330.5323529411767,1283.9107142857142,1364.831874193853,1202.9895543775754
PVR,EQ,2018-03-27,1226.4,1239.95,1260.0,1225.35,1230.0,1243.55,1245.23,319369,397688392.2,25560,124288,38.92,March,2018,397151319.95,1.398401826484008,positive,1286.6761904761904,1327.9529411764709,1279.5142857142857,1362.146300636526,1196.8822707920456
PVR,EQ,2018-03-28,1243.55,1230.0,1244.0,1209.35,1217.0,1215.25,1224.75,259258,317525690.2,20912,114163,44.03,March,2018,315063284.5,-2.275742833018368,negative,1280.95,1323.1044117647061,1271.9642857142858,1357.550242763065,1186.3783286655066
PVR,EQ,2018-04-02,1215.25,1238.0,1240.0,1221.35,1233.1,1233.1,1232.11,83452,102821936.75,7404,40052,47.99,April,2018,102904661.2,1.4688335733388014,positive,1276.790476190476,1317.779411764706,1265.8285714285714,1349.1760804060245,1182.4810624511183
PVR,EQ,2018-04-03,1233.1,1233.0,1258.5,1220.3,1248.0,1248.15,1243.48,202956,252371829.45,14075,63633,31.35,April,2018,253319531.4,1.2205011758981588,positive,1274.0666666666668,1313.4132352941178,1260.3892857142857,1336.96312316819,1183.8154482603816
PVR,EQ,2018-04-04,1248.15,1248.0,1281.95,1247.85,1259.3,1260.55,1266.65,188059,238204215.2,11219,47777,25.41,April,2018,237057772.45,0.9934703360974241,slight positive,1273.7285714285713,1308.9367647058828,1255.957142857143,1323.692792568042,1188.221493146244
PVR,EQ,2018-04-05,1260.55,1260.55,1276.8,1230.9,1258.0,1256.2,1249.98,523073,653830222.75,28389,131889,25.21,April,2018,657084302.6,-0.3450874618222133,slight or no change,1272.3619047619047,1304.5455882352944,1250.8928571428573,1304.932954181181,1196.8527601045337
PVR,EQ,2018-04-06,1256.2,1268.0,1268.0,1235.1,1250.55,1246.25,1246.7,182142,227077041.45,12435,27097,14.88,April,2018,226994467.5,-0.7920713262219437,slight negative,1270.3714285714286,1299.908823529412,1246.1785714285718,1287.0791772974203,1205.2779655597233
PVR,EQ,2018-04-09,1246.25,1255.0,1317.3,1244.9,1300.1,1298.1,1279.32,672856,860798838.1,26376,108330,16.1,April,2018,873434373.5999999,4.160481444332986,among top gainers,1270.0380952380951,1296.844117647059,1246.55,1289.3295961429415,1203.7704038570585
PVR,EQ,2018-04-10,1298.1,1308.0,1315.5,1282.75,1290.0,1290.1,1297.65,237338,307981536.35,11758,40979,17.27,April,2018,306189753.79999995,-0.6162853401124768,slight negative,1268.5690476190475,1293.8500000000001,1248.1464285714285,1295.7320997225263,1200.5607574203307
PVR,EQ,2018-04-11,1290.1,1304.35,1310.35,1270.1,1305.0,1302.95,1290.57,233620,301504069.1,9622,16960,7.26,April,2018,304395179.0,0.996046818076124,slight positive,1267.8047619047618,1290.6941176470589,1251.0285714285715,1306.6025514259281,1195.4545914312148
PVR,EQ,2018-04-12,1302.95,1304.0,1344.4,1282.4,1332.0,1327.65,1326.65,433557,575180528.1,16529,63161,14.57,April,2018,575611951.0500001,1.8956982232626096,positive,1267.9642857142858,1288.6588235294118,1257.8428571428574,1325.5654684917374,1190.1202457939773
PVR,EQ,2018-04-13,1327.65,1332.0,1337.15,1310.15,1314.95,1315.35,1323.2,134321,177733188.5,5360,15370,11.44,April,2018,176679127.35,-0.926448988814832,slight negative,1267.6190476190477,1286.6235294117646,1263.6964285714287,1336.30827825373,1191.0845788891274
PVR,EQ,2018-04-16,1315.35,1314.0,1339.8,1304.0,1328.05,1330.8,1325.46,169847,225126110.5,6399,12166,7.16,April,2018,226032387.6,1.174592313832834,positive,1267.7952380952381,1285.4661764705882,1271.0285714285712,1348.730682223436,1193.3264606337066
PVR,EQ,2018-04-17,1330.8,1339.75,1346.0,1326.15,1327.0,1332.0,1335.65,124237,165936854.45,5818,13742,11.06,April,2018,165483684.0,0.0901713255184955,slight or no change,1268.7357142857143,1284.6073529411765,1278.5714285714282,1358.0921826527983,1199.050674490058
PVR,EQ,2018-04-18,1332.0,1330.0,1342.05,1320.6,1327.0,1324.15,1332.47,136908,182426202.7,5635,28403,20.75,April,2018,181286728.2,-0.5893393393393342,slight negative,1270.2238095238095,1284.2735294117647,1284.3285714285714,1364.594319600938,1204.0628232562049
PVR,EQ,2018-04-19,1324.15,1337.95,1341.8,1321.3,1334.0,1332.75,1331.43,101098,134604439.05,3509,21758,21.52,April,2018,134738359.5,0.64947324698863,slight positive,1273.3190476190478,1284.6352941176472,1292.7214285714285,1366.1538539630806,1219.2890031797765
PVR,EQ,2018-04-20,1332.75,1344.0,1344.0,1307.3,1316.0,1317.4,1323.8,172607,228496703.75,6261,48406,28.04,April,2018,227392461.8,-1.1517538923278892,negative,1275.9285714285716,1284.9897058823533,1298.7428571428572,1364.5438491524767,1232.9418651332378
PVR,EQ,2018-04-23,1317.4,1330.0,1378.0,1310.3,1374.0,1374.25,1362.63,488570,665738136.4,10499,236529,48.41,April,2018,671417322.5,4.31531805070593,among top gainers,1282.6904761904764,1288.1250000000002,1307.75,1378.084683423665,1237.415316576335
PVR,EQ,2018-04-24,1374.25,1375.95,1388.0,1362.6,1366.0,1369.05,1373.0,238094,326904137.85,13852,83322,35.0,April,2018,325962590.7,-0.37838821175186776,slight or no change,1289.15,1290.6000000000004,1315.5,1387.3259006208727,1243.6740993791273
PVR,EQ,2018-04-25,1369.05,1369.0,1414.0,1366.95,1403.0,1400.6,1391.23,776513,1080311301.6,17727,517010,66.58,April,2018,1087584107.8,2.3045177312735143,positive,1297.3619047619047,1293.9102941176473,1325.8142857142855,1402.2799786608725,1249.3485927676984
PVR,EQ,2018-04-26,1400.6,1406.45,1408.0,1392.3,1405.7,1397.85,1397.74,411768,575543781.95,9419,296056,71.9,April,2018,575589898.8,-0.19634442381836206,slight or no change,1305.5261904761903,1296.6382352941177,1336.6428571428569,1407.2878292775508,1265.997885008163
PVR,EQ,2018-04-27,1397.85,1406.0,1437.75,1400.0,1428.0,1430.0,1426.16,167569,238980736.15,6347,34331,20.49,April,2018,239623670.0,2.299960653861288,positive,1314.4047619047617,1299.8455882352944,1346.0642857142855,1428.7260285961252,1263.4025428324458
PVR,EQ,2018-04-30,1430.0,1449.8,1465.0,1430.95,1442.0,1441.7,1443.07,147031,212176388.85,7457,33614,22.86,April,2018,211974592.7,0.8181818181818291,slight positive,1325.188095238095,1303.454411764706,1356.892857142857,1447.3272095091554,1266.4585047765588
PVR,EQ,2018-05-02,1441.7,1445.0,1451.3,1375.3,1400.0,1408.55,1411.71,184418,260345024.4,8266,68061,36.91,May,2018,259761973.9,-2.29936880072138,negative,1333.542857142857,1305.9323529411765,1364.435714285714,1453.0868232515857,1275.7846053198425
PVR,EQ,2018-05-03,1408.55,1410.8,1453.6,1357.1,1446.35,1449.5,1416.4,387005,548152398.6,15432,104034,26.88,May,2018,560963747.5,2.9072450392247484,positive,1343.1309523809523,1309.664705882353,1373.1392857142855,1469.7973283067256,1276.4812431218454
PVR,EQ,2018-05-04,1449.5,1440.0,1492.0,1413.8,1427.5,1425.35,1450.4,1352595,1961797274.85,43624,113898,8.42,May,2018,1927921283.25,-1.6660917557778654,negative,1350.9785714285713,1312.554411764706,1380.9964285714284,1475.2727773820116,1286.7200797608452
PVR,EQ,2018-05-07,1425.35,1445.0,1470.0,1427.55,1437.5,1434.65,1441.04,220237,317371106.75,6218,61539,27.94,May,2018,315963012.05,0.6524713228329926,slight positive,1359.4761904761904,1316.154411764706,1388.4142857142856,1482.0170094466093,1294.8115619819619
PVR,EQ,2018-05-08,1434.65,1425.0,1435.55,1413.3,1424.3,1424.3,1422.73,84666,120457168.9,3757,29622,34.99,May,2018,120589783.8,-0.7214303140138822,slight negative,1367.9547619047617,1320.0191176470591,1395.0071428571428,1484.400774166544,1305.6135115477416
PVR,EQ,2018-05-09,1424.3,1424.3,1451.0,1421.0,1444.1,1437.15,1437.37,140300,201663545.15,6789,41496,29.58,May,2018,201632145.0,0.9021975707365072,slight positive,1374.5761904761905,1325.0014705882356,1403.0785714285714,1485.0066516555007,1321.1504912016421
PVR,EQ,2018-05-10,1437.15,1442.0,1469.0,1400.0,1404.05,1401.55,1409.54,318301,448657133.15,4686,222936,70.04,May,2018,446114766.55,-2.4771248651845768,negative,1379.8833333333332,1329.088235294118,1407.992857142857,1479.3161930278118,1336.6695212579023
PVR,EQ,2018-05-11,1401.55,1401.55,1432.0,1400.0,1413.0,1417.9,1419.13,176848,250969875.5,7997,51842,29.31,May,2018,250752779.2,1.1665655880989112,positive,1385.357142857143,1334.5485294117652,1415.1714285714284,1463.8539118259218,1366.4889453169349
PVR,EQ,2018-05-14,1417.9,1417.9,1428.55,1397.7,1415.0,1413.8,1413.68,155465,219777150.75,5918,55411,35.64,May,2018,219796417.0,-0.2891600253896676,slight or no change,1389.4595238095237,1339.8544117647064,1417.9964285714284,1460.6688383983812,1375.3240187444756
PVR,EQ,2018-05-15,1413.8,1413.8,1430.0,1400.0,1420.0,1415.9,1416.93,110538,156624852.25,5273,24629,22.28,May,2018,156510754.20000002,0.14853586080068035,slight or no change,1394.247619047619,1345.3764705882359,1421.3428571428572,1453.543665951208,1389.1420483345064
PVR,EQ,2018-05-16,1415.9,1425.0,1428.65,1401.25,1412.6,1416.45,1413.68,96353,136212634.5,5693,23107,23.98,May,2018,136479206.85,0.03884455116887065,slight or no change,1398.3261904761905,1350.9661764705886,1422.4750000000001,1452.580602596397,1392.3693974036032
PVR,EQ,2018-05-17,1416.45,1418.1,1436.3,1405.6,1411.0,1411.05,1417.32,82730,117255208.5,5668,23120,27.95,May,2018,116736166.5,-0.3812347770835611,slight or no change,1402.0904761904762,1355.892647058824,1423.4178571428572,1450.9151187447744,1395.92059554094
PVR,EQ,2018-05-18,1411.05,1411.0,1422.45,1361.55,1377.3,1371.1,1387.7,91606,127121793.6,4408,17911,19.55,May,2018,125600986.6,-2.8312249743099094,negative,1404.3261904761905,1360.4764705882355,1419.2107142857144,1458.0530222772554,1380.3684062941734
PVR,EQ,2018-05-21,1371.1,1382.0,1388.2,1324.1,1326.0,1336.55,1357.43,126105,171178221.65,6245,27242,21.6,May,2018,168545637.75,-2.519874553278389,negative,1404.5071428571428,1363.5191176470594,1411.7,1468.378933815496,1355.021066184504
PVR,EQ,2018-05-22,1336.55,1337.0,1376.15,1320.15,1361.5,1361.9,1359.34,199201,270782069.15,5345,127815,64.16,May,2018,271291841.90000004,1.896674273315635,positive,1406.6261904761905,1366.8647058823535,1408.3678571428572,1471.0153521157088,1345.7203621700057
PVR,EQ,2018-05-23,1361.9,1369.05,1379.9,1335.5,1349.9,1345.7,1348.34,73467,99058555.85,4899,12857,17.5,May,2018,98864541.9,-1.1895146486526231,negative,1405.2666666666667,1369.369117647059,1400.9535714285716,1467.1028369548803,1334.804305902263
PVR,EQ,2018-05-24,1345.7,1350.0,1361.2,1321.9,1348.55,1344.3,1343.23,83664,112379656.3,6858,24038,28.73,May,2018,112469515.2,-0.10403507468232932,slight or no change,1404.088095238095,1371.9602941176474,1395.1642857142858,1466.1276069938926,1324.200964434679
PVR,EQ,2018-05-25,1344.3,1362.0,1369.9,1332.95,1350.0,1343.5,1346.59,90626,122036336.95,5332,30736,33.92,May,2018,121756031.0,-0.05951052592426676,slight or no change,1401.3690476190477,1374.8205882352945,1388.6535714285715,1460.7282171817021,1316.5789256754408
PVR,EQ,2018-05-28,1343.5,1354.0,1364.0,1337.0,1344.35,1341.55,1348.84,76631,103362987.75,4076,21563,28.14,May,2018,102804318.05,-0.1451432824711607,slight or no change,1398.6880952380952,1376.0985294117654,1382.7428571428572,1455.7906166213988,1309.6950976643157
PVR,EQ,2018-05-29,1341.55,1345.0,1361.0,1330.0,1342.9,1343.4,1342.39,91500,122829005.7,6404,44700,48.85,May,2018,122921100.0,0.13790019007864365,slight or no change,1394.564285714286,1377.6661764705889,1376.0464285714286,1444.6632067874516,1307.4296503554056
PVR,EQ,2018-05-30,1343.4,1330.5,1335.8,1312.0,1318.0,1319.85,1320.14,273093,360520766.85,10221,159712,58.48,May,2018,360441796.05,-1.7530147387226582,negative,1388.7619047619048,1378.1632352941183,1370.2107142857144,1443.2390141592373,1297.1824144121915
PVR,EQ,2018-05-31,1319.85,1318.5,1330.0,1303.7,1323.0,1322.95,1319.91,351795,464338741.15,17797,131519,37.39,May,2018,465407195.25,0.2348751752093037,slight or no change,1384.6857142857143,1378.0250000000005,1363.4285714285713,1434.9999958325075,1291.8571470246352
PVR,EQ,2018-06-01,1322.95,1325.5,1328.7,1290.15,1301.35,1304.05,1306.22,133116,173879207.8,6080,30398,22.84,June,2018,173589919.79999998,-1.4286254204618487,negative,1377.759523809524,1377.6926470588242,1355.5892857142858,1427.4356943132614,1283.7428771153102
PVR,EQ,2018-06-04,1304.05,1305.0,1317.7,1265.6,1277.1,1278.9,1282.02,244340,313249406.7,6727,155706,63.73,June,2018,312486426.0,-1.9286070319389448,negative,1370.7857142857144,1376.1661764705889,1345.8035714285713,1419.5587116852691,1272.0484311718735
PVR,EQ,2018-06-05,1278.9,1277.0,1313.15,1265.0,1312.15,1298.05,1288.17,191590,246801178.45,9304,84176,43.94,June,2018,248693399.5,1.4973805614199698,positive,1364.2809523809524,1375.1676470588243,1337.3464285714285,1402.9033969188172,1271.7894602240399
PVR,EQ,2018-06-06,1298.05,1305.0,1313.15,1283.65,1305.85,1307.75,1303.74,194801,253970282.25,16564,75038,38.52,June,2018,254751007.75,0.7472747582912831,slight positive,1358.7309523809524,1374.6852941176478,1329.9678571428572,1381.555282670081,1278.3804316156334
PVR,EQ,2018-06-07,1307.75,1311.9,1345.0,1311.8,1332.0,1332.15,1333.22,294081,392075479.2,15699,143978,48.96,June,2018,391760004.15,1.8658000382336224,positive,1353.7309523809524,1374.6676470588243,1327.1857142857145,1373.1075446661978,1281.2638839052313
PVR,EQ,2018-06-08,1332.15,1333.95,1416.85,1330.05,1410.0,1407.95,1387.02,986398,1368156840.05,45641,313891,31.82,June,2018,1388799064.1,5.690049919303376,among top gainers,1354.0357142857144,1377.330882352942,1332.2857142857144,1395.347801257097,1269.223627314332
PVR,EQ,2018-06-11,1407.95,1417.8,1418.7,1387.55,1403.0,1401.2,1400.61,434548,608631455.75,18355,135736,31.24,June,2018,608888657.6,-0.4794204339642727,slight or no change,1353.2404761904763,1378.1235294117653,1335.0928571428574,1406.747025062241,1263.4386892234738
PVR,EQ,2018-06-12,1401.2,1414.0,1439.0,1410.0,1424.2,1426.6,1424.47,444672,633424135.75,17674,162031,36.44,June,2018,634369075.1999999,1.8127319440479408,positive,1353.8500000000001,1379.8161764705887,1340.8714285714286,1427.66047178529,1254.0823853575673
PVR,EQ,2018-06-13,1426.6,1426.15,1440.0,1407.35,1423.0,1417.8,1424.02,195591,278525871.35,9049,50106,25.62,June,2018,277308919.8,-0.6168512547315319,slight negative,1353.9404761904761,1380.32205882353,1346.1214285714286,1442.1990791726712,1250.043777970186
PVR,EQ,2018-06-14,1417.8,1424.9,1429.0,1399.5,1428.5,1421.1,1410.09,431627,608632359.85,14383,269322,62.4,June,2018,613385129.6999999,0.23275497249259924,slight or no change,1354.1619047619047,1381.0058823529416,1351.6642857142856,1455.7134784333741,1247.615092995197
PVR,EQ,2018-06-15,1421.1,1435.0,1463.0,1401.0,1410.9,1407.7,1428.65,1004804,1435517465.55,44262,276823,27.55,June,2018,1414462590.8,-0.9429315319118948,slight negative,1354.002380952381,1380.3500000000004,1356.3892857142857,1464.3927128577095,1248.385858570862
PVR,EQ,2018-06-18,1407.7,1407.0,1408.65,1351.0,1374.9,1377.1,1370.9,453405,621574041.7,24035,70558,15.56,June,2018,624384025.5,-2.1737586133409152,negative,1354.2880952380951,1378.4500000000005,1358.7964285714284,1467.0546630373105,1250.5381941055462
PVR,EQ,2018-06-19,1377.1,1355.0,1385.0,1349.55,1368.0,1365.25,1367.77,267115,365352446.45,14169,89955,33.68,June,2018,364678753.75,-0.8605039575920292,slight negative,1355.654761904762,1377.1764705882358,1362.0392857142856,1467.9668311881117,1256.1117402404595
PVR,EQ,2018-06-20,1365.25,1367.9,1386.45,1355.1,1369.05,1372.55,1371.19,251878,345371416.8,16792,112333,44.6,June,2018,345715148.9,0.5347006042849323,slight positive,1356.1619047619047,1374.913235294118,1365.5821428571428,1469.169895378988,1261.9943903352976
PVR,EQ,2018-06-21,1372.55,1368.0,1385.5,1349.1,1355.6,1361.7,1367.23,190315,260203769.25,14519,55414,29.12,June,2018,259151935.5,-0.7904994353575391,slight negative,1356.9238095238095,1373.0411764705887,1369.7,1467.152702531889,1272.2472974681111
PVR,EQ,2018-06-22,1361.7,1361.7,1362.95,1344.0,1351.0,1350.4,1349.71,141707,191264018.75,8235,48097,33.94,June,2018,191361132.8,-0.8298450466328822,slight negative,1357.2142857142858,1370.5632352941182,1374.8071428571427,1458.2485719431293,1291.3657137711562
PVR,EQ,2018-06-25,1350.4,1341.5,1363.45,1306.85,1354.7,1351.7,1341.97,336341,451361108.4,18931,85302,25.36,June,2018,454632129.7,0.09626777251183773,slight or no change,1357.604761904762,1368.427941176471,1378.6392857142857,1451.1008848661675,1306.177686562404
PVR,EQ,2018-06-26,1351.7,1345.0,1358.0,1338.2,1345.0,1348.5,1347.13,217087,292443400.75,9857,100617,46.35,June,2018,292741819.5,-0.23673892135829264,slight or no change,1357.9357142857143,1365.8205882352943,1381.55,1444.3786926124064,1318.7213073875935
PVR,EQ,2018-06-27,1348.5,1347.9,1375.0,1326.2,1366.5,1367.95,1354.48,229670,311082864.85,16721,99514,43.33,June,2018,314177076.5,1.4423433444568092,positive,1359.104761904762,1364.8323529411766,1384.107142857143,1440.8989333952757,1327.3153523190101
PVR,EQ,2018-06-28,1367.95,1369.85,1410.0,1335.05,1401.0,1392.25,1372.79,336813,462372239.2,12903,143713,42.67,June,2018,468927899.25,1.7763807156694345,positive,1362.552380952381,1364.0779411764706,1382.9857142857143,1438.351538631552,1327.6198899398764
PVR,EQ,2018-06-29,1392.25,1401.0,1419.0,1353.65,1367.0,1374.3,1381.43,316273,436908058.2,17135,57412,18.15,June,2018,434653983.9,-1.2892799425390566,negative,1364.997619047619,1362.9161764705882,1381.0642857142855,1435.5675309044884,1326.5610405240825
PVR,EQ,2018-07-02,1374.3,1378.0,1382.85,1352.1,1361.0,1366.2,1370.95,228003,312581835.4,17568,109926,48.21,July,2018,311497698.6,-0.5893909626718985,slight negative,1367.957142857143,1361.4544117647058,1376.75,1424.92061025467,1328.57938974533
PVR,EQ,2018-07-03,1366.2,1362.0,1394.9,1352.35,1379.0,1376.4,1373.9,159516,219158667.8,9785,44372,27.82,July,2018,219557822.4,0.746596398770305,slight positive,1372.6000000000001,1360.2764705882353,1373.7928571428572,1415.796224354814,1331.7894899309003
PVR,EQ,2018-07-04,1376.4,1371.9,1398.95,1370.15,1376.15,1378.35,1382.54,108849,150487978.85,11174,36845,33.85,July,2018,150032019.14999998,0.1416739319964888,slight or no change,1376.4238095238095,1359.3147058823529,1370.7392857142859,1403.0177896013379,1338.4607818272339
PVR,EQ,2018-07-05,1378.35,1379.0,1387.25,1368.0,1375.0,1376.65,1376.55,131782,181404854.3,8223,52005,39.46,July,2018,181417690.3,-0.12333587260128233,slight or no change,1379.704761904762,1359.4779411764705,1368.5214285714287,1393.2423855570578,1343.8004715857996
PVR,EQ,2018-07-06,1376.65,1371.5,1387.65,1365.0,1372.85,1371.5,1372.8,118375,162504908.1,7324,56614,47.83,July,2018,162351312.5,-0.37409653869902026,slight or no change,1381.5785714285714,1360.5058823529412,1368.1214285714289,1392.4221001128133,1343.8207570300444
PVR,EQ,2018-07-09,1371.5,1384.4,1399.55,1371.0,1374.85,1378.25,1386.72,202862,281313080.85,8315,45471,22.41,July,2018,279594551.5,0.4921618665694405,slight or no change,1380.1642857142858,1360.9867647058823,1369.0500000000004,1393.8660617962753,1344.2339382037255
PVR,EQ,2018-07-10,1378.25,1378.25,1425.0,1366.0,1412.55,1411.6,1401.54,333480,467386922.55,16456,73496,22.04,July,2018,470740368.0,2.419735171413006,positive,1380.6595238095238,1362.925,1371.839285714286,1405.538410984175,1338.140160444397
PVR,EQ,2018-07-11,1411.6,1412.6,1418.95,1385.0,1393.0,1389.0,1399.22,136354,190789198.85,8174,32470,23.81,July,2018,189395706.0,-1.601020119013874,negative,1378.8690476190477,1364.2397058823528,1373.7892857142858,1408.1146559811261,1339.4639154474455
PVR,EQ,2018-07-12,1389.0,1391.05,1412.85,1387.1,1396.0,1396.1,1399.48,204176,285740084.25,10495,63176,30.94,July,2018,285050113.6,0.5111591072714194,slight positive,1377.8357142857142,1365.7867647058822,1377.0535714285713,1410.4775716560791,1343.6295712010635
PVR,EQ,2018-07-13,1396.1,1401.0,1414.4,1199.7,1218.8,1211.2,1250.13,3607373,4509691318.45,138553,562690,15.6,July,2018,4369250177.6,-13.244036960103134,bear drop,1367.8404761904762,1361.9529411764702,1367.017857142857,1461.6188297117935,1272.4168845739207
PVR,EQ,2018-07-16,1211.2,1215.0,1234.0,1145.15,1146.55,1154.15,1188.18,3512073,4172962976.0,147185,856448,24.39,July,2018,4053459052.95,-4.710204755614266,among top losers,1355.7666666666669,1356.386764705882,1353.1357142857144,1501.3114801262093,1204.9599484452194
PVR,EQ,2018-07-17,1154.15,1160.0,1188.0,1149.4,1160.0,1160.6,1167.25,1334223,1557366547.25,53344,398147,29.84,July,2018,1548499213.8,0.5588528354199873,slight positive,1345.457142857143,1351.7029411764702,1338.325,1518.1853935107608,1158.4646064892393
PVR,EQ,2018-07-18,1160.6,1160.0,1176.55,1082.5,1117.6,1106.3,1119.08,1322283,1479733915.95,48083,225561,17.06,July,2018,1462841682.9,-4.678614509736345,among top losers,1333.1261904761905,1345.330882352941,1317.8999999999999,1532.8947333880876,1102.905266611912
PVR,EQ,2018-07-19,1106.3,1109.9,1155.95,1062.8,1143.9,1136.35,1115.4,1730149,1929815178.3,59850,481396,27.82,July,2018,1966054816.15,2.7162614119135897,positive,1321.8785714285714,1340.3985294117645,1300.9035714285712,1533.586275371699,1068.2208674854435
PVR,EQ,2018-07-20,1136.35,1130.0,1178.95,1125.0,1160.0,1151.05,1159.24,1189823,1379288179.9,39965,478395,40.21,July,2018,1369545764.15,1.2936155233862934,positive,1311.847619047619,1336.6382352941173,1285.535714285714,1527.8610563953887,1043.2103721760393
PVR,EQ,2018-07-23,1151.05,1159.65,1172.25,1145.0,1149.75,1152.7,1159.34,219412,254372160.95,10748,66822,30.46,July,2018,252916212.4,0.14334737848051834,slight or no change,1302.4333333333332,1332.3632352941172,1269.5571428571425,1515.5463291646288,1023.5679565496562
PVR,EQ,2018-07-24,1152.7,1150.0,1183.5,1124.95,1170.1,1172.6,1163.51,523724,609356017.55,28622,193520,36.95,July,2018,614118762.4,1.7263815389953807,positive,1293.9047619047617,1328.388235294117,1254.860714285714,1497.4117213830984,1012.3097071883296
PVR,EQ,2018-07-25,1172.6,1180.0,1193.15,1122.5,1137.0,1138.5,1159.74,1103688,1279992516.4,53085,112914,10.23,July,2018,1256548788.0,-2.908067542213877,negative,1283.9047619047617,1322.692647058823,1237.8499999999997,1476.9874274988513,998.7125725011481
PVR,EQ,2018-07-26,1138.5,1138.5,1149.15,1080.0,1123.45,1119.15,1116.1,752725,840114890.9,31407,156849,20.84,July,2018,842412183.7500001,-1.699604743082994,negative,1272.0571428571427,1314.1985294117642,1219.8249999999996,1453.5477573594221,986.102242640577
PVR,EQ,2018-07-27,1119.15,1121.5,1130.7,1105.35,1112.0,1115.3,1116.29,307989,343805349.7,11504,68389,22.21,July,2018,343500131.7,-0.3440110798373919,slight or no change,1258.8690476190475,1305.7897058823528,1201.0428571428567,1421.8273286464976,980.2583856392159
